Name of Drawing,Type of Line,Type of Pole,Type of Structure,Drawing No,No of Sets required,S.No,ERE Code,Description,Section,Length (mm),Qty/set (Nos),"Wt/Mtr
(Kg)",Total Wt in KG,Required Qty,Required Wt
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-004A Rev No 00,1,14,916,Top clamp for LTDB,50x8,857,2,3.14,5.382,2,5.382
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-004A Rev No 00,1,15,917,Bottom clamp for LTDB,50x8,891,2,3.14,5.595,2,5.595
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-004A Rev No 00,1,16,918,Back clamp for operating handle,50x8,937,1,3.14,2.942,1,2.942
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-004A Rev No 00,1,17,919,Shackle insulator support channel(ISLC),75x40x6,450,2,5.7,5.13,2,5.130
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-004A Rev No 00,1,18,920,Shackle insulator Mounting channel(ISLC),75x40x6,1000,1,5.7,5.7,1,5.700
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-004A Rev No 00,1,19,921,Top clamp for shackle insulator support channel,50x8,703,1,3.14,2.207,1,2.207
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-004A Rev No 00,1,20,922,Bottom clamp for shackle insulator support channel,50x6,727,1,3.14,2.283,1,2.283
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-004A Rev No 00,1,21,925,Pole Top Bracket,50x8,497,2,3.14,3.121,2,3.121
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-004A Rev No 00,1,22,926,V-X Arm,75x40x6,1407,2,5.7,16.04,2,16.984
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-004A Rev No 00,1,23,926-i,Weld Pices for V-X Arm,50x6,50,8,2.36,0.944,,
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-004A Rev No 00,1,24,927,Back clamp for V-X Arm,50x8,535,2,3.14,3.36,2,3.360
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-004A Rev No 00,1,25,928,LT Mounting Angle,50x50x6,2720,1,4.5,12.24,1,12.240
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-004A Rev No 00,1,26,929,Back clamp for LT Mounting Angle,50x8,673,2,3.14,4.226,2,4.226
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-004A Rev No 00,1,27,930,Stay Set clamp,50x10,457,4,3.93,7.184,4,7.184
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,1,902,AB Switch Mounting Channel(ISLC),75x40x6,2680,2,5.7,30.552,2,30.552
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,2,903,AB Switch Supporting channel (ISLC),75x40x6,510,4,5.7,11.628,4,11.628
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,3,904,Channel support for operating handle(ISLC),75x40x6,450,1,5.7,2.565,1,2.565
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,4,905,HG Fuse Mounting channel(ISLC),75x40x6,2720,2,5.7,31.008,2,31.008
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,5,906,Transformer base channel(ISLC),100x50x6,2680,2,7.9,42.344,2,42.344
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,6,907,Transformer side base channel(ISLC),75x40x6,600,4,5.7,13.68,4,13.680
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,7,908,Angle support for operating pipe,50x50x6,383,1,4.5,1.724,1,1.724
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,8,909,Transformer Belting Angle,50x50x6,2690,2,4.5,24.21,2,24.210
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,9,910,Transformer side belting angle,50x50x6,630,4,4.5,11.34,4,11.340
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,10,911,LTDB Fixing Angle,50x50x6,2720,2,4.5,24.480,2,24.480
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,11,913,Back clamp for Operating pipe angle,50x8,705,1,3.14,2.214,1,2.214
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,12,914,Back clamp for HG fuse,50x8,741,4,3.14,9.307,4,9.307
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,13,915,Dummy clamp for Transformer side Base Channel,50x8,535,4,3.14,6.72,4,6.720
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,14,916,Top clamp for LTDB,50x8,857,2,3.14,5.382,2,5.382
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,15,917,Bottom clamp for LTDB,50x8,891,2,3.14,5.595,2,5.595
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,16,918,Back clamp for operating handle,50x8,937,1,3.14,2.942,1,2.942
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,17,923,LT Horizontal cross arm(ISLC),75x40x6,1110,1,5.7,6.327,1,6.327
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,18,924,Back clamp for LT Horizontal cross arm,50x8,556,1,3.14,1.746,1,1.746
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,19,925,Pole Top Bracket,50x8,497,2,3.14,3.121,2,3.121
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,20,926,V-X Arm,75x40x6,1407,2,5.7,16.04,2,16.040
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,,926-i,Weld Pices for V-X Arm,50x6,50,8,2.36,0.944,8,0.944
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,21,927,Back clamp for V-X Arm,50x8,535,2,3.14,3.36,2,3.360
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,22,928,LT Mounting Angle,50x50x6,2720,1,4.5,12.24,1,12.240
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,23,929,Back clamp for LT Mounting Angle,50x8,673,2,3.14,4.226,2,4.226
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT Harizontal ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-005A Rev No 00,1,24,930,Stay Set clamp,50x10,457,4,3.93,7.184,4,7.184
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,1,902,AB Switch Mounting Channel(ISLC),75x40x6,2680,2,5.7,30.552,2,30.552
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,2,903,AB Switch Supporting channel (ISLC),75x40x6,510,4,5.7,11.628,4,11.628
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,3,904,Channel support for operating handle(ISLC),75x40x6,450,1,5.7,2.565,1,2.565
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,4,905,HG Fuse Mounting channel(ISLC),75x40x6,2720,2,5.7,31.008,2,31.008
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,5,906,Transformer base channel(ISLC),100x50x6,2680,2,7.9,42.344,2,42.344
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,6,907,Transformer side base channel(ISLC),75x40x6,600,4,5.7,13.68,4,13.680
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,7,908,Angle support for operating pipe,50x50x6,383,1,4.5,1.724,1,1.724
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,8,909,Transformer Belting Angle,50x50x6,2690,2,4.5,24.21,2,24.210
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,9,910,Transformer side belting angle,50x50x6,630,4,4.5,11.34,4,11.340
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,10,911,LTDB Fixing Angle,50x50x6,2720,2,4.5,24.480,2,24.480
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,11,913,Back clamp for Operating pipe angle,50x8,705,1,3.14,2.214,1,2.214
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,12,914,Back clamp for HG fuse,50x8,741,4,3.14,9.307,4,9.307
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,13,915,Dummy clamp for Transformer side Base Channel,50x8,535,4,3.14,6.72,4,6.720
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,14,916,Top clamp for LTDB,50x8,857,2,3.14,5.382,2,5.382
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,15,917,Bottom clamp for LTDB,50x8,891,2,3.14,5.595,2,5.595
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,16,918,Back clamp for operating handle,50x8,937,1,3.14,2.942,1,2.942
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,17,925,Pole Top Bracket,50x8,497,2,3.14,3.121,2,3.121
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,18,926,V-X Arm,75x40x6,1407,2,5.7,16.04,2,16.040
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,,926-i,Weld Pices for V-X Arm,50x6,50,8,2.36,0.944,8,0.944
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,19,927,Back clamp for V-X Arm,50x8,535,2,3.14,3.36,2,3.360
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,20,928,LT Mounting Angle,50x50x6,2720,1,4.5,12.24,1,12.240
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,21,929,Back clamp for LT Mounting Angle,50x8,673,2,3.14,4.226,2,4.226
11/0.433kV 200kV DTR arrangment on DP 9M/400KG (In Line Location with V X arm) with LT AB Cable ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-006A Rev No 00,1,22,930,Stay Set clamp,50x10,457,4,3.93,7.184,4,7.184
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,1,901,Top Channel(ISLC),100x50x6,2690,2,7.9,42.502,2,42.502
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,2,902,AB Switch Mounting Channel(ISLC),75x40x6,2680,2,5.7,30.552,2,30.552
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,3,903,AB Switch Supporting channel (ISLC),75x40x6,510,4,5.7,11.628,4,11.628
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,4,904,Channel support for operating handle(ISLC),75x40x6,450,1,5.7,2.565,1,2.565
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,5,905,HG Fuse Mounting channel(ISLC),75x40x6,2720,2,5.7,31.008,2,31.008
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,6,906,Transformer base channel(ISLC),100x50x6,2680,2,7.9,42.344,2,42.344
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,7,907,Transformer side base channel(ISLC),75x40x6,515,4,5.7,11.742,4,11.742
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,8,908,Angle support for operating pipe,50x50x6,383,1,4.5,1.724,1,1.724
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,9,909,Transformer Belting Angle,50x50x6,2690,2,4.5,24.210,2,24.210
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,10,910,Transformer side belting angle,50x50x6,635,4,4.5,11.430,4,11.430
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,11,911,LTDB Fixing Angle,50x50x6,2720,2,4.5,24.480,2,24.480
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,12,912,Stay Set Clamp,50x10,453,4,3.93,7.121,4,7.121
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,13,913,Back clamp for Operating pipe angle,50x8,705,1,3.14,2.214,1,2.214
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,14,914,Back clamp for HG fuse,50x8,741,4,3.14,9.307,4,9.307
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,15,915,Dummy clamp for Transformer side Base Channel,50x8,535,4,3.14,6.72,4,6.720
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,16,916,Top clamp for LTDB,50x8,859,2,3.14,5.395,2,5.395
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,17,917,Bottom clamp for LTDB,50x8,889,2,3.14,5.583,2,5.583
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,18,918,Back clamp for operating handle,50x8,937,1,3.14,2.942,1,2.942
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,19,919,Shackle insulator support channel(ISLC),75x40x6,450,2,5.7,5.130,2,5.130
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,20,920,Shackle insulator Mounting channel(ISLC),75x40x6,1000,1,5.7,5.700,1,5.700
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,21,921,Top clamp for shackle insulator support channel,50x8,703,1,3.14,2.207,1,2.207
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Vertical ,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-007 Rev No 00,1,22,922,Bottom clamp for shackle insulator support channel,50x6,727,1,3.14,2.283,1,2.283
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,1,901,Top Channel(ISLC),100x50x6,2690,2,7.9,42.502,2,42.502
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,2,902,AB Switch Mounting Channel(ISLC),75x40x6,2680,2,5.7,30.552,2,30.552
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,3,903,AB Switch Supporting channel (ISLC),75x40x6,510,4,5.7,11.628,4,11.628
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,4,904,Channel support for operating handle(ISLC),75x40x6,450,1,5.7,2.565,1,2.565
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,5,905,HG Fuse Mounting channel(ISLC),75x40x6,2720,2,5.7,31.008,2,31.008
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,6,906,Transformer base channel(ISLC),100x50x6,2680,2,7.9,42.344,2,42.344
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,7,907,Transformer side base channel(ISLC),75x40x6,515,4,5.7,11.742,4,11.742
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,8,908,Angle support for operating pipe,50x50x6,383,1,4.5,1.724,1,1.724
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,9,909,Transformer Belting Angle,50x50x6,2690,2,4.5,24.210,2,24.210
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,10,910,Transformer side belting angle,50x50x6,635,4,4.5,11.430,4,11.430
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,11,911,LTDB Fixing Angle,50x50x6,2720,2,4.5,24.480,2,24.480
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,12,912,Stay Set Clamp,50x10,453,4,3.93,7.121,4,7.121
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,13,913,Back clamp for Operating pipe angle,50x8,705,1,3.14,2.214,1,2.214
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,14,914,Back clamp for HG fuse,50x8,741,4,3.14,9.307,4,9.307
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,15,915,Dummy clamp for Transformer side Base Channel,50x8,535,4,3.14,6.72,4,6.720
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,16,916,Top clamp for LTDB,50x8,859,2,3.14,5.395,2,5.395
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,17,917,Bottom clamp for LTDB,50x8,889,2,3.14,5.583,2,5.583
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,18,918,Back clamp for operating handle,50x8,937,1,3.14,2.942,1,2.942
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,19,923,LT Horizontal cross arm(ISLC),75x40x6,1110,1,5.7,6.327,1,6.327
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT Horizontal,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-008 Rev No 00,1,20,924,Back clamp for LT Horizontal cross arm,50x8,556,1,3.14,1.746,1,1.746
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT AB Cable,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-009 Rev No 00,1,1,901,Top Channel(ISLC),100x50x6,2690,2,7.9,42.502,2,42.502
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT AB Cable,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-009 Rev No 00,1,2,902,AB Switch Mounting Channel(ISLC),75x40x6,2680,2,5.7,30.552,2,30.552
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (Dead End Location) with LT AB Cable,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-009 Rev No 00,1,3,903,AB Switch Supporting channel (ISLC),75x40x6,510,4,5.7,11.628,4,11.628
